@id,Handle
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4872,http://hdl.handle.net/10111/Motley:721012-282
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4944,http://hdl.handle.net/10111/Motley:760604-008
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/1971,http://hdl.handle.net/10111/Motley:321212-019
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4096,http://hdl.handle.net/10111/Motley:361208-010
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/3751,http://hdl.handle.net/10111/Motley:621127-082
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/5058,http://hdl.handle.net/10111/Motley:370406_002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4074,http://hdl.handle.net/10111/Motley:701110_14
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/241,http://hdl.handle.net/10111/Motley:340413-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/378,http://hdl.handle.net/10111/Motley:370406-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2339,http://hdl.handle.net/10111/Motley:000001-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2340,http://hdl.handle.net/10111/Motley:000001-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2341,http://hdl.handle.net/10111/Motley:000001-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2365,http://hdl.handle.net/10111/Motley:000001-005
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2396,http://hdl.handle.net/10111/Motley:000002-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2397,http://hdl.handle.net/10111/Motley:000002-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2398,http://hdl.handle.net/10111/Motley:000002-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/4452,http://hdl.handle.net/10111/Motley:000003-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2728,http://hdl.handle.net/10111/Motley:000004-001
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/729,http://hdl.handle.net/10111/Motley:000006-007
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/730,http://hdl.handle.net/10111/Motley:000006-008
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/732,http://hdl.handle.net/10111/Motley:000006-009
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/735,http://hdl.handle.net/10111/Motley:000006-010
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/736,http://hdl.handle.net/10111/Motley:000006-011
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/2729,http://hdl.handle.net/10111/Motley:000004-002
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/802,http://hdl.handle.net/10111/Motley:000006-012
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/803,http://hdl.handle.net/10111/Motley:000006-014
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/737,http://hdl.handle.net/10111/Motley:000006-015
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/738,http://hdl.handle.net/10111/Motley:000006-016
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/739,http://hdl.handle.net/10111/Motley:000006-017
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/741,http://hdl.handle.net/10111/Motley:000006-013
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/740,http://hdl.handle.net/10111/Motley:000006-018
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/742,http://hdl.handle.net/10111/Motley:000006-020
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/804,http://hdl.handle.net/10111/Motley:000006-022
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/743,http://hdl.handle.net/10111/Motley:000006-023
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/746,http://hdl.handle.net/10111/Motley:000006-024
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/747,http://hdl.handle.net/10111/Motley:000006-025
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/748,http://hdl.handle.net/10111/Motley:000006-026
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/750,http://hdl.handle.net/10111/Motley:000006-027
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/751,http://hdl.handle.net/10111/Motley:000006-021
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/752,http://hdl.handle.net/10111/Motley:000006-029
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/753,http://hdl.handle.net/10111/Motley:000006-030
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/754,http://hdl.handle.net/10111/Motley:000006-031
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/755,http://hdl.handle.net/10111/Motley:000006-032
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/758,http://hdl.handle.net/10111/Motley:000006-033
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/759,http://hdl.handle.net/10111/Motley:000006-035
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/760,http://hdl.handle.net/10111/Motley:000006-028
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/761,http://hdl.handle.net/10111/Motley:000006-037
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/570,http://hdl.handle.net/10111/Motley:100000-003
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/762,http://hdl.handle.net/10111/Motley:000006-036
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/562,http://hdl.handle.net/10111/Motley:100000-004
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/563,http://hdl.handle.net/10111/Motley:100000-005
http://imagesearch-test1.library.illinois.edu/cdm/ref/collection/motley-new/id/564,http://hdl.handle.net/10111/Motley:100000-006
