Person,Role,Website,Link,Notes
,,,NO SOURCE,
"Self, Mary",actor,,,
,,,NO SOURCE,
Edwards,actor,,,
,,,NO SOURCE,
Methven,actor,,,
,,,NO SOURCE,
"Stevenson, Penny",actor,,,
,,,http://www.imdb.com/name/nm5183066/,
Holley,actor,,,
,,,NO SOURCE,
"Reid, F.",actor,,,
,,,NO SOURCE,
"Scobie, Michael",actor,,,
,,,NO SOURCE,
Ashby,actor,,,
,,,NO SOURCE,
Bolton,actor,,,
,,,NO SOURCE,
Gunn,actor,,,
,,,NO SOURCE,
Nash,actor,,,
,,,NO SOURCE,
"Grafton, Pamela",actor,,,
,,,http://www.imdb.com/name/nm0969233/,
"Howarth, Elaine",actor,,,
,,,NO SOURCE,
"Stanley, Belinda",actor,,,
,,,NO SOURCE,
"Stewart, Leslie",actor,,,
,,,NO SOURCE,
"Bonnington, V.",actor,,,
,,,NO SOURCE,
St. John,actor,,,
,,,NO SOURCE,
"Stark, Douglas",actor,,,
,,,NO SOURCE,
Clare,actor,,,
,,,NO SOURCE,
"Vaughan, T.",actor,,,
,,,NO SOURCE,
"Tracey, Peter",actor,,,
,,,NO SOURCE,
"Maurice, Leigh",actor,,,
,,tentative,http://www.imdb.com/name/nm0561121/,
"Bowman, David",actor,,,
,,tentative,http://www.imdb.com/name/nm0101307/,
Scally,actor,,,
,,,NO SOURCE,
Fawcett,actor,,,
,,,NO SOURCE,
"Legget, Netta",actor,,,
,,,NO SOURCE,
"Morris, Ivor",actor,,,
,,,NO SOURCE,
"Asquire, John",actor,,,
,,,NO SOURCE,
Tuner,actor,,,
,,,NO SOURCE,
"Oatley, Carl",actor,,,
,,,http://www.imdb.com/name/nm0643110/,
Spade,actor,,,
,,,NO SOURCE,
Snowden,actor,,,
,,,NO SOURCE,
"Healey, Patrick",actor,,,
,,,NO SOURCE,
Sullivan,actor,,,
,,,NO SOURCE,
Richards,actor,,,
,,,NO SOURCE,
Holding,actor,,,
,,,NO SOURCE,
"Davies, Trevor",actor,,,
,,,NO SOURCE,
Casey,actor,,,
,,,NO SOURCE,
Harvey,actor,,,
,,,NO SOURCE,
"Garett, Peter",actor,,,
,,,NO SOURCE,
Bowen,actor,,,
,,,NO SOURCE,
"Shelmerdine, David",actor,,,
,,,http://www.imdb.com/name/nm0791276/,
"Morris, Gomer",actor,,,
,,,NO SOURCE,
"McPherson, Ian",actor,,,
,,,NO SOURCE,
Davey,actor,,,
,,,NO SOURCE,
Wright,actor,,,
,,,NO SOURCE,
Riorden,actor,,,
,,,NO SOURCE,
Wilson,actor,,,
,,,NO SOURCE,
"Ellis, Anthony",actor,,,
,,,NO SOURCE,
Spark,actor,,,
,,,NO SOURCE,
"Asquith, Anthony, 1902-1968",actor,,,
,,,https://en.wikipedia.org/wiki/Anthony_Asquith,
"Dawson, Michael",actor,,,
,,,NO SOURCE,
Henderson,actor,,,
,,,NO SOURCE,
Vaughan,actor,,,
,,,NO SOURCE,
"Smith, Bob",actor,,,
,,,NO SOURCE,
"Salvadore, Cammarano, 1801-1852",author,,,
,,,https://en.wikipedia.org/wiki/Salvadore_Cammarano,
"Compton-Burnett, Ivy, 1884-1969",author,,,
,,,https://en.wikipedia.org/wiki/Ivy_Compton-Burnett,
"Mitchell, Julian, 1935-",author,,,
,,,https://en.wikipedia.org/wiki/Julian_Mitchell,
"Britten, Benjamin, 1913-1976",composer,,,
,,,https://en.wikipedia.org/wiki/Benjamin_Britten,
"Auden, W. H. (Wystan Hugh), 1907-1973",author,,,
,,,https://en.wikipedia.org/wiki/W._H._Auden,
"Giacosa, Giuseppe, 1847-1906",composer,,,
,,,https://en.wikipedia.org/wiki/Giuseppe_Giacosa,
"Illica, Luigi, 1857-1919",author,,,
,,,https://en.wikipedia.org/wiki/Luigi_Illica,
"Chekhov, Anton Pavlovich, 1860-1904",author,,,
,,,https://en.wikipedia.org/wiki/Anton_Chekhov,
"Mozart, Wolfgang Amadeus, 1756-1791",composer,,,
,,,,
"Cleva, Fausto, 1902-1971",conductor,,,
,,,https://en.wikipedia.org/wiki/Fausto_Cleva,
"Graf, Herbert, 1903-1973",director,,,
,,,https://en.wikipedia.org/wiki/Herbert_Graf,
"Porter, Eric, 1928-1995",actor,,,
,,,https://en.wikipedia.org/wiki/Eric_Porter,
"Begley (Begley, Ed, 1901-1970)?",actor,,,
,,,https://en.wikipedia.org/wiki/Ed_Begley,
"Loesser, Frank, 1910-1969",author,,,
,,,https://en.wikipedia.org/wiki/Frank_Loesser,
"Anouilh, Jean, 1910-1987",author,,,
,,,,
"McAlpine, Donald",actor,,,
,,,http://www.imdb.com/name/nm3841738/,
Sargent,actor,,,
,,,NO SOURCE,
"Janssen, Paul",actor,,,
,,,NO SOURCE,
"Strachan, Alan",director,,,
,,,http://www.imdb.com/name/nm0833029/,
"Leighton, Margaret, 1922-1976",actor,,,
,,,https://en.wikipedia.org/wiki/Margaret_Leighton,
"Balcon, Jill, 1925-2009",actor,,,
,,,https://en.wikipedia.org/wiki/Jill_Balcon,
"Pagett, Nicola, 1975",actor,,,
,,,https://en.wikipedia.org/wiki/Nicola_Pagett,
"Lang, Julia, 1921-",actor,,,
,,,https://en.wikipedia.org/wiki/Julia_Lang,
"Swarrell, Graham",,,,
,,,,
"Bond, Bruce",,,,
,,,,
"Brydon, Roderick, 1939-2010",conductor,,,
,,,"http://www.operascotland.org/news/250/Roderick+Brydon,++Conductor,+1939-2010",
"Graham, Colin, 1931-2007",director,,,
,,,https://en.wikipedia.org/wiki/Colin_Graham,
"Bedford, Steuart, 1939-",conductor,,,
,,,https://en.wikipedia.org/wiki/Steuart_Bedford,
"Bauer, Michael",actor,,,
,,,NO SOURCE,
"McLean, Brenda",actor,,,
,,,NO SOURCE,
"Barber, Lynn",actor,,,
,,very tentative,http://www.imdb.com/name/nm2902972/bio?ref_=nm_ov_bio_sm,
"Sydee, Catherine",actor,,,
,,,,
"Rath, John",actor,,,
,,tentative,http://www.imdb.com/name/nm0711668/,
"Lavender, Justin",actor,,,
,,,http://theatricalia.com/person/1nb2/james-lavender,
,,tentative,http://www.imdb.com/name/nm0491879/,
"Gielgud, John, 1904-2000 ",director,,,
,,,,
"Brett, Stella",actor,,,
,,,http://www.imdb.com/name/nm3103257/,
"Morley, Jean",actor,,,
,,,http://theatricalia.com/person/2hz/jean-morley,
Keir,actor,,,
,,,http://theatricalia.com/person/tm3/michael-keir,
Watkins,actor,,,
,,,NO SOURCE,
Glendenning,actor,,,
,,,NO SOURCE,
"Apcar, Annette",actor,,,
,,Theatricalia,https://theatricalia.com/person/2j5/annette-apcar,
"Holland, Jane, 1921-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0390716/,
,,Theatricalia,http://theatricalia.com/person/2g4/jane-holland,
"Parkes, Timothy",actor,,,
,,IMDb,http://www.imdb.com/name/nm0662747/,
,,Theatricalia,http://theatricalia.com/person/2j0/timothy-parkes,
"Churchill, Diana, 1913-1994",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Diana_Churchill_%28actress%29,
,,Theatricalia,http://theatricalia.com/person/2mp/diana-churchill,
"Palmer, Peter",actor,,,
,,Theatricalia,http://theatricalia.com/person/2mx/peter-palmer,
,,tentative,https://en.wikipedia.org/wiki/Peter_Palmer_(actor),
,,,,
"Southworth, John, 1929-2004",actor,,,
,,IMDb,http://www.imdb.com/name/nm0816188/,
,,Theatricalia,http://theatricalia.com/person/2kc/john-southworth,
"Scott, John",actor,,,
,,tentative,http://www.imdb.com/name/nm0779357/,
,,Theatricalia,http://theatricalia.com/person/t9/john-scott,
"Salway, John",actor,,,
,,,http://theatricalia.com/person/2pk/john-salway,
"Beattie, Keith",director,,,
,,,http://www.operascotland.org/tour/466/Zauberfl%C3%B6te-1969,
,,,http://theatricalia.com/person/wxg/keith-beattie,
"Ross, Herbert, 1927-2001",choreographer,,,
,,,https://en.wikipedia.org/wiki/Herbert_Ross,
Johnston,actor,,,
,,,NO SOURCE,
Killian,actor,,,
,,,NO SOURCE,
"Careford, Ronald",actor,,,
,,,NO SOURCE,
"Carlin, Niel",actor,,,
,,,NO SOURCE,
"Lloyd, Cecil",actor,,,
,,tentative,http://www.imdb.com/name/nm2430618/,
"Kane, David",actor,,,
,,very tentative,http://www.imdb.com/name/nm3063123/,
,,,,
,,,,
"Malcolm, King",actor,,,
,,,http://www.imdb.com/name/nm0455032/,
"McGuigan, Patrick",actor,,,
,,,http://www.imdb.com/name/nm0570104/,
"Crook, Paul",,,,
,,,NO SOURCE,
"Jones, Caroline",actor,,,
,,,NO SOURCE,
"Crowe, Jillian",actor,,,
,,,NO SOURCE,
"Cooke, Rachel",actor,,,
,,,NO SOURCE,
"Griffith, Paul Arden",actor,,,
,,tentative,http://www.imdb.com/name/nm5841652/,
"Davenport, Glynn",actor,,,
,,,NO SOURCE,
"Javidge, Peter",actor,,,
,,,NO SOURCE,
"Dogan, Philip",actor,,,
,,,NO SOURCE,
"Atwell, Anthony",actor,,,
,,,NO SOURCE,
"McEvoy, Martin, 1951-",actor,,,
,,,https://en.wikipedia.org/wiki/Martin_McEvoy,
"Bartleet, David",actor,,,
,,,http://www.musicteachers.co.uk/user/0ebb00203273690d187c/biography,
,,,http://theatricalia.com/person/13eh/david-bartlett,
"Bulman, Michael",actor,,,
,,,http://www.imdb.com/name/nm0120212/,
,,,http://theatricalia.com/person/4jx/michael-bulman,
"Vincent, Anna",actor,,,
,,tentative,http://theatricalia.com/person/1517/anna-vincent,
"Vickers, John",actor,,,
,,,,
"Godfrey, Michael, 1918-1977",actor,,,
,,IMDB,http://www.imdb.com/name/nm0324001/,
,,"Troilus and Cressida: Third Series, Revised Edition","https://books.google.com/books?id=s9fnCQAAQBAJ&pg=PA509&lpg=PA509&dq=Godfrey,+Michael+actor&source=bl&ots=CWRtYfAf11&sig=g3i3LRK_1nGmPgLgjpkBhhupJlk&hl=en&sa=X&ved=0ahUKEwjCxbml1-7MAhUL-GMKHXbDDDEQ6AEIRDAK#v=onepage&q=Godfrey%2C%20Michael%20actor&f=false",
"Wilmot, Roberta Kay",actor,,,
,,,,
"Stannard, Heather",actor,,,
,,,http://www.imdb.com/name/nm3516423/,
,,,http://theatricalia.com/person/27q/heather-stannard/past,
"Scoff, John",actor,,,
,,,,
"Page, Geraldine, 1924-1987",actor,,,
,,,https://en.wikipedia.org/wiki/Geraldine_Page,
"Adams, Geoffrey",actor,,,
,,Theatricalia,http://theatricalia.com/person/2hr/geoffrey-adams,
"Rogers, Anne, 1933-",actor,,,
,,,https://en.wikipedia.org/wiki/Anne_Rogers,
"Lawrenet, Paula",actor,,,
,,,,
"Orczy, Emma, Baroness, 1867-1947",author,,,
,,,https://en.wikipedia.org/wiki/Emma_Orczy,
"Cord, Basil",actor,,,
,,,,
"Adams, Anthony",actor,,,
,,,,
"Williams, Emlyn, 1905-1987",actor,,,
,,,https://en.wikipedia.org/wiki/Emlyn_Williams,
"Vieyra, Paul",actor,,,
,,,http://theatricalia.com/person/2kf/paul-vieyra,
,,,"http://www.bris.ac.uk/theatrecollection/search/play_sub_details?notes2=&theatre2=Shakespeare%20Memorial%20Theatre,%20Stratford-upon-Avon&season2=1955-1956&play_title2=Hamlet&author_id=1&unique_key=9211&composer_id=74&designers_id=38&director_id=713",
"MacGregor, John",,,,
,,tentative,http://www.imdb.com/name/nm0532335/,
,,,http://theatricalia.com/person/2k8/john-macgregor,
"Francis, K.",,,,
,,,,
"Konstam, Anna, 1914-1982",actor,,,
,,,https://en.wikipedia.org/wiki/Anna_Konstam,
"Du Calion, Peter",actor,,,
,,,http://theatricalia.com/person/nmw/peter-du-calion,
,,"The London Stage 1930-1939: A Calendar of Productions, Performers, and Personnel (p. 196)",https://books.google.com/books?id=Z2mYAwAAQBAJ&pg=PA196&lpg=PA196&dq=peter+du+calion+actor&source=bl&ots=mMiMtoaDsw&sig=CppByMNjBQCkcmX7kkM7BxF9waM&hl=en&sa=X&ved=0ahUKEwjfrKL2pO_MAhUE4GMKHVfMAggQ6AEIKjAC#v=onepage&q=peter%20du%20calion%20actor&f=false,
"Trevor, William, 1928-",author,,,
,,,https://en.wikipedia.org/wiki/William_Trevor,
"Toye, Geoffrey, 1889-1942",,,,
,,,,
"Vanbrugh, John, Sir, 1664-1726",,,,
,,,,
"Gozzi, Carlo, 1720-1813",,,,
,,,,
"Savory, Gerald, 1909-1996",author,,,
,,,https://en.wikipedia.org/wiki/Gerald_Savory,
"Faulkner, William, 1897-1962",author,,,
,,,,
"Hartford, Huntington, 1911-2008",author,,,
,,,,
"Wagner, Richard, 1813-1883",composer,,,
,,,,
"Piave, Francesco Maria, 1810-1876",author,,,
,,,,
"Bland, Frederick",author,,,
,,,,
"Hellman, Lillian, 1905-1984",author,,,
,,,,
"Kallman, Chester, 1921-1975",author,,,
,,,,
"Stravinsky, Igor, 1882-1971",composer,,,
,,,,
"Adler, Richard, 1921-",composer,,,
,,,,
"Shaw, George Bernard, 1856-1950",author,,,
,,,,
"Miller, Robin, 1942",composer,,,
,,,,
"Slade, Julian, 1930-2006",composer,,,
,,,,
"Da Ponte, Lorenzo, 1749-1838",author,,,
,,,,
"Brecht, Bertolt, 1898-1956",author,,,
,,,,
"Forster, E. M. (Edward Morgan), 1879-1970",author,,,
,,,,
"Prokofiev, Sergey, 1891-1953",,,,
,,,,
"Cammarano, Salvatore, 1801-1852",,,,
,,,,
"Alexander, Mary",actor,,,
,,,NO SOURCE,
Buret,actor,,,
,,,NO SOURCE,
"Angus, Doreen",actor,,,
,,Theatricalia,http://theatricalia.com/person/t18/doreen-angus,
"Frazer, Norman",actor,,,
,,Theatricalia,http://theatricalia.com/person/t4h/norman-fraser,
"Coats, James",actor,,,
,,,http://www.imdb.com/name/nm2883265/,
,,Theatricalia,http://theatricalia.com/person/t4f/james-coats,
"Meigh, Ted",actor,,,
,,Theatricalia,http://theatricalia.com/person/t5p/edward-meigh,
"Belcher, Stella",actor,,,
,,,NO SOURCE,
"Walter, Richard",actor,,,
,,Theatricalia,http://theatricalia.com/person/s28/richard-walter,
"Alright, Graem",actor,,,
,,,NO SOURCE,
"Cooper, Sheila ",actor,,,
,,Theatricalia,http://theatricalia.com/person/tm1/sheila-cooper,
"Speaight, George, 1914-2005",actor,,,
,,,https://en.wikipedia.org/wiki/George_Speaight,
,,Theatricalia,http://theatricalia.com/person/tmr/george-speaight,
"Moore, John",actor,,,
,,Theatricalia,http://theatricalia.com/person/a0/john-moore,
"Andrews, Keith",actor,,,
,,Theatricalia,http://theatricalia.com/person/vkf/keith-andrews,
"Cooke, Jean",actor,,,
,,Theatricalia,http://theatricalia.com/person/tm0/jean-cooke,
"Poulter, Joan",actor,,,
,,Theatricalia,http://theatricalia.com/person/tm5/joan-poulter,
"Thorpe, Edward",actor,,,
,,Theatricalia,http://theatricalia.com/person/tmj/edward-thorpe,
"Welles, Robert",actor,,,
,,Theatricalia,http://theatricalia.com/person/tmk/robert-welles,
"Usher, Eileen",actor,,,
,,Theatricalia,http://theatricalia.com/person/t1f/eileen-usher,
"Davis, Leslie",actor,,,
,,,NO SOURCE,
"Ash, Irene",actor,,,
,,,NO SOURCE,
"Sherren, Michael",actor,,,
,,Theatricalia,http://theatricalia.com/person/1ya1/michael-sherren,
"Hirson, Innes",actor,,,
,,Theatricalia,http://theatricalia.com/person/tt3/innes-hirson,
"Browne, Roy",actor,,,
,,Theatricalia,http://theatricalia.com/person/1y9t/roy-browne,
"Dudley, Colin",actor,,,
,,Theatricalia,http://theatricalia.com/person/1y9v/colin-dudley,
,,IMDb,http://german.imdb.com/name/nm0240110/?nmdp=1&ref_=nm_ql_flmg_2,
"Stuart, Nancy",actor,,,
,,Theatricalia,http://theatricalia.com/person/2kr/nancye-stewart,
"Teede, Neville",actor,,,
,,Theatricalia,http://theatricalia.com/person/vdr/neville-teede,
"Stewart, Job",actor,,,
,,Theatricalia,http://theatricalia.com/person/vep/job-stewart,
,,tentative,http://www.imdb.com/name/nm0829515/,
"Sharman Bruce, 1929-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0788935/,
,,Theatricalia,http://theatricalia.com/person/txz/bruce-sharman,
"Rose, David, 1931-2004",actor,,,
,,IMDb,http://www.imdb.com/name/nm0741335/,
,,Theatricalia,http://theatricalia.com/person/jn4/david-rose,
"Skinner, Arthur, 1923-1990",actor,,,
,,IMDb,http://www.imdb.com/name/nm0804208/,
,,Theatricalia,http://theatricalia.com/person/ven/arthur-skinner,
"Sherard, Amy",actor,,,
,,,NO SOURCE,
Kintish,actor,,,
,,,NO SOURCE,
"Williams, V.",actor,,,
,,,NO SOURCE,
"Jack, Alexandra",actor,,,
,,,http://theatricalia.com/person/2j8/alexandra-jack,
"MacArthur, Joan, 1916-1975",actor,,,
,,IMDb,http://www.imdb.com/name/nm1087512/,
,,Theatricalia,http://theatricalia.com/person/2cm/joan-macarthur,
"Seed, Audrey",actor,,,
,,Theatricalia,http://theatricalia.com/person/2d9/audrey-seed,
"Cary, Jill",actor,,,
,,Theatricalia,http://theatricalia.com/person/2hs/jill-cary,
,,IMDb,http://www.imdb.com/name/nm0142628/,
"Michel, Keith, 1926-2015",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Keith_Michell,
,,Theatricalia,http://theatricalia.com/person/2g7/keith-michell,
"Anthony, Philip",actor,,,
,,Theatricalia,http://theatricalia.com/person/2jc/philip-anthony,
"Sherry, Raymond",actor,,,
,,Theatricalia,http://theatricalia.com/person/2fd/raymond-sherry,
"Bayldon, Geoffrey, 1924-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Geoffrey_Bayldon,
,,IMDb,http://www.imdb.com/name/nm0001933/,
,,Theatricalia,http://theatricalia.com/person/2b8/geoffrey-bayldon,
"McKenna, Siobhan, 1923-1986",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Siobh%C3%A1n_McKenna,
,,IMDb,http://www.imdb.com/name/nm0571430/,
,,Theatricalia,http://theatricalia.com/person/2f5/siobhan-mckenna,
"Ellis, Mary, 1933-2003",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Mary_Ellis,
,,IMDb,http://www.imdb.com/name/nm0254975/,
,,Theatricalia,http://theatricalia.com/person/2ev/mary-ellis,
"Petrie, Alison",actor,,,
,,Theatricalia,http://theatricalia.com/person/2f9/alison-petrie,
,,IMDb,http://www.imdb.com/name/nm3438602/,
"Chester, Mary",actor,,,
,,tentative,http://www.imdb.com/name/nm0156332/,
,,Theatricalia,http://theatricalia.com/person/2d4/mary-chester,
"Quinney, Maureen, 1931-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0704037/,
,,Theatricalia,http://theatricalia.com/person/2fa/maureen-quinney,
"Showell, Jill, ?-2015",actor,,,
,,IMDb,http://www.imdb.com/name/nm2967743,
,,Theatricalia,http://theatricalia.com/person/2fe/jill-showell,
"Storm, Judy",actor,,,
,,Theatricalia,http://theatricalia.com/person/2ff/judy-storm,
"Thomas, Robert",actor,,,
,,,NO SOURCE,
"Williams, B.",actor,,,
,,,NO SOURCE,
Edells,actor,,,
,,,NO SOURCE,
Willis,actor,,,
,,,NO SOURCE,
William,actor,,,
,,,NO SOURCE,
Shaw,actor,,,
,,,NO SOURCE,
Pherson,actor,,,
,,,NO SOURCE,
Perrin,actor,,,
,,,NO SOURCE,
"Watson, Greta",actor,,,
,,IMDb,http://www.imdb.com/name/nm0914643/,
,,Theatricalia,http://theatricalia.com/person/2na/greta-watson,
"Hamlett, Dilys, 1928-2002",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Dilys_Hamlett,
,,Theatricalia,http://theatricalia.com/person/2k1/dilys-hamlett,
"Eagles, Leon, 1932-1997",actor,,,
,,IMDB,http://www.imdb.com/name/nm0247127/,
,,Theatricalia,http://theatricalia.com/person/2k0/leon-eagles,
"Brown, Anthony, 1922-2001",actor,,,
,,IMDb,http://www.imdb.com/name/nm0113042/,
,,Theatricalia,http://theatricalia.com/person/2mm/antony-brown,
"Vieyra, Paul",actor,,,
,,Theatricalia,http://theatricalia.com/person/2nd/john-vieyra,
"Tate, Michael",actor,,,
,,Theatricalia,http://theatricalia.com/person/2mz/michael-tate,
,,tentative,http://www.imdb.com/name/nm0851176/,
"James, Emrys, 1928-1989",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Emrys_James,
,,IMDB,http://www.imdb.com/name/nm0416476/,
,,Theatricalia,http://theatricalia.com/person/2k4/emrys-james,
"Wallace, Ronald",actor,,,
,,Theatricalia,http://theatricalia.com/person/2n0/ronald-wallace,
"Gardner, Gordon",actor,,,
,,Theatricalia,http://theatricalia.com/person/2ms/gordon-gardner,
,,IMDB,http://www.imdb.com/name/nm0306939/,
"Haywood, Alan, 1929-1995",actor,,,
,,IMDB,http://www.imdb.com/name/nm0371815/,
,,Theatricalia,http://theatricalia.com/person/2k2/alan-haywood,
"Warby, Christopher",actor,,,
,,Theatricalia,http://theatricalia.com/person/2n9/christopher-warby,
"Madison, Brian",actor,,,
,,,http://theatricalia.com/person/2mt/brian-madison,
"Scales, Prunella, 1932-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Prunella_Scales,
,,IMDB,http://www.imdb.com/name/nm768795/,
,,Theatricalia,http://theatricalia.com/person/2n7/prunella-scales,
"Gwillim, Jack, 1909-2001",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Jack_Gwillim,
,,IMDB,http://www.imdb.com/name/nm0007232/,
,,Theatricalia,http://theatricalia.com/person/2cg/jack-gwillim,
"Foster, John",actor,,,
,,Theatricalia,http://theatricalia.com/person/2ce/john-foster,
"Wynne, Kenneth, 1920-2012",actor,,,
,,IMDB,http://www.imdb.com/name/nm0944037/,
,,Theatricalia,http://theatricalia.com/person/26f/kenneth-wynne,
"Moore, Thomas",actor,,,
,,Theatricalia,http://theatricalia.com/person/2f6/thomas-moore,
"Evans, Lyn, 1898-1953",actor,,,
,,IMDB,http://www.imdb.com/name/nm0262997/,
,,Theatricalia,http://theatricalia.com/person/2ew/lyn-evans,
"Howard, Charles",actor,,,
,,Theatricalia,http://theatricalia.com/person/2f0/charles-howard,
"Johnson, Peter",actor,,,
,,IMDB,http://www.imdb.com/name/nm1201676/,
,,Theatricalia,http://theatricalia.com/person/2f1/peter-johnson,
"Vowden, James",actor,,,
,,Theatricalia,http://theatricalia.com/person/2fk/james-vowden,
"Woods, Aubrey, 1928-2013",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Aubrey_Woods,
,,IMDB,http://www.imdb.com/name/nm0940500/,
,,Theatricalia,http://theatricalia.com/person/2fq/aubrey-woods,
"Elmhirst, William",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pa/william-elmhirst,
"Grayson, John",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pe/john-grayson,
"Whitmarsh, Peter",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pt/peter-whitmarsh,
"Saunders, Michael",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pm/michael-saunders,
"Evans, Elizabeth",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pb/elizabeth-evans,
"Evans, Eric",actor,,,
,,Theatricalia,http://theatricalia.com/person/2a7/eric-evans,
"Baker, Howard",actor,,,
,,IMDB,http://www.imdb.com/name/nm1341329/,
,,Theatricalia,http://theatricalia.com/person/2np/howard-baker,
"Barry, Brendon",actor,,,
,,tentative,http://www.imdb.com/name/nm3205106/,
,,Theatricalia,http://theatricalia.com/person/2bt/brendon-barry,
"Davidson, John",actor,,,
,,Theatricalia,http://theatricalia.com/person/2p7/john-davidson,
Bartlett,actor,,,
,,,NO SOURCE,
"Goullet, Mark",actor,,,
,,IMDB,http://www.imdb.com/name/nm1923759/,
,,Theatricalia,http://theatricalia.com/person/2ex/mark-goullet,
"Marks, Richard",actor,,,
,,Theatricalia,http://theatricalia.com/person/2f3/richard-marks,
"Baxter, Trevor, 1932-",actor,,,
,,IMDB,https://en.wikipedia.org/wiki/Trevor_Baxter,
,,Theatricalia,http://theatricalia.com/person/2en/trevor-baxter,
"Rayner, Desmond, 1928-2014",actor,,,
,,IMDB,http://www.imdb.com/name/nm0713459/,
,,Theatricalia,http://theatricalia.com/person/2fb/desmond-rayner,
"Lee, Calvert",actor,,,
,,Theatricalia,http://theatricalia.com/person/2f2/john-calvert-lee,
"Behr, Michael, ?-2010",actor,,,
,,Theatricalia,http://theatricalia.com/person/2ep/michael-behr,
,,IMDB,http://www.imdb.com/name/nm1542213/,
"Watson, Mary",actor,,,
,,Theatricalia,http://theatricalia.com/person/2hf/mary-watson,
"Morris, James",actor,,,
,,Theatricalia,http://theatricalia.com/person/2hb/james-morris,
"Anderson, Peter",actor,,,
,,Theatricalia,http://theatricalia.com/person/2qm/peter-anderson,
"Howard, Patricia",actor,,,
,,tentative,http://www.imdb.com/name/nm0397532/,
"Kells, Iris",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel By J.P. Wearing",p. 623,
"Bird, John",director,,,
,,IMDb,http://www.imdb.com/name/nm1642868/,
"Dexter, John, 1925-1990 ",,,,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Dexter,
,,IMDb,http://www.imdb.com/name/nm0223307/,
,,Theatricalia,http://theatricalia.com/person/xy9/john-dexter,
"Ebert, Carl, 1887-1980",,,,
,,,https://en.wikipedia.org/wiki/Carl_Ebert,
"van Griethuysen, Ted, 1934-",actor,,,
,,,http://www.imdb.com/name/nm1479176/,
,,,http://theatricalia.com/person/9nq/ted-van-griethuysen,
Ray,actor,,,
,,,NO SOURCE,
Marlowe,actor,,,
,,,NO SOURCE,
Dudley,actor,,,
,,,NO SOURCE,
Sampson ,actor,,,
,,,NO SOURCE,
"Sherman, H.",actor,,,
,,,NO SOURCE,
"Milligan, J.",actor,,,
,,,NO SOURCE,
"Wilson, Catherine",actor,,,
,,Theatricalia,http://theatricalia.com/person/y96/catherine-wilson,
"Guy, Maureen, 1932-2015 ",actor,,,
,,Theatricalia,http://theatricalia.com/person/y8z/maureen-guy,
Dowd,actor,,,
,,,NO SOURCE,
Delaney,actor,,,
,,,NO SOURCE,
"Jones, G.",actor,,,
,,,NO SOURCE,
"Young, Alexander",actor,,,
,,,NO SOURCE,
Brook,actor,,,
,,,NO SOURCE,
Byles,actor,,,
,,,NO SOURCE,
McGuire,actor,,,
,,,NO SOURCE,
Dyson,actor,,,
,,,NO SOURCE,
"Hughes, H.",actor,,,
,,,NO SOURCE,
McIntosh,actor,,,
,,,NO SOURCE,
"Heath, Eira, 1940-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0372642/,
,,Theatricalia,http://theatricalia.com/person/ya1/eira-heath,
"Ely, Mary",actor,,,
,,Theatricalia,http://theatricalia.com/person/y9x/mary-ely,
"Stevens, Vivien",actor,,,
,,Theatricalia,http://theatricalia.com/person/ya9/vivienne-stevens,
"Rundle, Dorothea, 1901-1998",,,,
,,IMDb,http://www.imdb.com/name/nm0750227/,
,,Theatricalia,http://theatricalia.com/person/ya8/dorothea-rundle,
"Dillon, Sandra",actor,,,
,,Theatricalia,http://theatricalia.com/person/y9v/sandra-dillon,
"Ford, Sally",actor,,,
,,Theatricalia,http://theatricalia.com/person/y9y/sally-ford,
"Truitt, Priscilla",actor,,,
,,Theatricalia,http://theatricalia.com/person/5cs/priscilla-truett,
"Humphries, Gillian",actor,,,
,,tentative,http://www.imdb.com/name/nm0401992/,
"Johnson, Jenny",actor,,,
,,Theatricalia,http://theatricalia.com/person/ya2/jenny-johnson,
"Woodward, Alan",actor,,,
,,Theatricalia,http://theatricalia.com/person/yad/alan-woodard,
"Ruddy, James",actor,,,
,,Theatricalia,http://theatricalia.com/person/ya7/james-ruddy,
"Lewis, John",actor,,,
,,,NO SOURCE,
