Person,Role,Website,Link,Notes
,,IMDb,http://www.imdb.com/name/nm0789040/,
"Jones, Rowland",,,,
,,IMDb,http://www.imdb.com/name/nm0429163/,
"Mann, Daniel, 1912-1991",director,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no96020416.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Daniel_Mann,
,,IMDb,http://www.imdb.com/name/nm0542702/,
,,Encyclopedia Britannica,http://www.britannica.com/biography/Daniel-Mann,
"Medford, Kay, 1914-1980",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n88169089.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Kay_Medford,
,,IMDb,http://www.imdb.com/name/nm0575552/,
"Bunker, Ralph, 1889-1966",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no89004403.html,
,,IMDb,http://www.imdb.com/name/nm0120490/,
"Barton, James, 1890-1962",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n88051195.html,
,,Wikipedia,https://en.wikipedia.org/wiki/James_Barton_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0059165/,
,,IBDb,http://www.ibdb.com/Person/View/31197,
,,Theatricalia,http://theatricalia.com/person/81j/james-burton,
"Brandon-Thomas, Jevan, 1898-1977",director (actor),,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n2012042967.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Brandon_Thomas,
,,IMDb,http://www.imdb.com/name/nm0104808/,
,,Theatricalia,http://theatricalia.com/person/jtn/jevan-brandon-thomas,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",p. 67,
"Wright, Jennifer, 1931-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0942485/,
,,Theatricalia,http://theatricalia.com/person/1pyh/jennifer-wright,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",p. 287,
"Brook, Peter, 1925-",director,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n2005072496.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Peter_Brook,
,,IMDb,http://www.imdb.com/name/nm0111656/,
,,Encyclopedia Britannica,http://www.britannica.com/biography/Peter-Brook,
"Rodgers, Joy",actor,,,
,,IMDb,http://www.imdb.com/name/nm4732683/,
,,Theatricalia,http://theatricalia.com/person/tc8/joy-rodgers,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",p. 287,
"Walker, Zena, 1934-2003",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no97019528.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Zena_Walker,
,,IMDb,http://www.imdb.com/name/nm0908322/,
,,IBDb,http://www.ibdb.com/Person/View/63826,
,,Theatricalia,http://theatricalia.com/person/2fm/zena-walker,
"Jefford, Barbara, 1930-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n86013809.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Barbara_Jefford,
,,IMDb,http://www.imdb.com/name/nm0420266/,
,,Theatricalia,http://theatricalia.com/person/2bj/barbara-jefford,
"Pickering, Donald, 1933-2009",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Donald_Pickering,
,,Theatricalia,http://theatricalia.com/person/2j2/donald-pickering,
"Miles, Kevin, 1929-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Kevin_Miles,
,,Theatricalia,http://theatricalia.com/person/2ac/kevin-miles,
"Cross, Beverly, 1931-1998",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Beverley_Cross,
,,IMDb,http://www.imdb.com/name/nm0189117/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-n80-109750/,
,,Theatricalia,http://theatricalia.com/person/2hv/beverley-cross,
"Turner, John, 1932-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2011030716.html,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Turner_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0876519/,
,,Theatricalia,http://theatricalia.com/person/2fh/john-turner,
"Atkinson, Rosalind, 1900-1977",actor,,,
,,IMDb,http://www.imdb.com/name/nm0040791/,
,,Theatricalia,http://theatricalia.com/person/2a5/rosalind-atkinson,
"Bannen, Ian, 1928-1999",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n85085821.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Ian_Bannen,
,,IMDb,http://www.imdb.com/name/nm0000846/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-n85085821/,
,,Theatricalia,http://theatricalia.com/person/2cb/ian-bannen,
"Westwell, Raymond, 1919-1982",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2010093710.html,
,,IMDb,http://www.imdb.com/name/nm0923088/,
,,Theatricalia,http://theatricalia.com/person/2ct/raymond-westwell,
"Coe, Richard",actor,,,
,,IMDb,http://www.imdb.com/name/nm0168662/,Unsure of source
,,Theatricalia,http://theatricalia.com/person/2ht/richard-coe,
"Waters, Frank, 1915-1972",actor,,,
,,IMDb,http://www.imdb.com/name/nm1448656/,
,,Theatricalia,http://theatricalia.com/person/2j4/frank-waters,
"Mullins, Ian, 1929-2014",actor,,,
,,IMDb,http://www.imdb.com/name/nm0612403/,
,,Theatricalia,http://theatricalia.com/person/2g8/ian-mullins,
"Willis, Jerome, 1928-2014",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2012137320.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Jerome_Willis,
,,IMDb,http://www.imdb.com/name/nm0932361/,
,,Theatricalia,http://theatricalia.com/person/2fp/jerome-willis,
"Berkeley, Lennox, 1903-1989",composer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n79113761.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Lennox_Berkeley,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n79-113761/,
,,Encyclopedia Britannica,http://www.britannica.com/biography/Lennox-Berkeley,
,,Theatricalia,http://theatricalia.com/person/23j/lennox-berkeley,
"Pryce-Jones, Alan, 1908-2000",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n80103725.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Alan_Payan_Pryce-Jones,
"Elliott, Victoria",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Nelson_%28opera%29,"Not her Wikipedia page, but the show Nelson"
"Wheeldon, Barbara, 1939-2013",actor,,,
,,IMDb,http://www.imdb.com/name/nm0923753/,Unsure of source
"Matters, Arnold, 1904-1990",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/nr98007190.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Arnold_Matters,
,,Theatricalia,http://theatricalia.com/person/nqn/arnold-matters,
"June, Ava, 1931-2013",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2005006437.html,
,,Wikipedia,http://www.imdb.com/name/nm0432473/,
"Glossop, Peter, 1928-2008",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n85024332.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Peter_Glossop,
,,IMDb,http://www.imdb.com/name/nm0323049/,
,,Encyclopedia Britannica,http://www.britannica.com/biography/Peter-Glossop,
,,Theatricalia,http://theatricalia.com/person/10vz/peter-glossop,
"Blackburn, Harold, 1925-1981",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no91014168.html,
,,IMDb,http://www.imdb.com/name/nm0085600/,
,,Theatricalia,http://theatricalia.com/person/1xkr/harold-blackburn,
"Gwent, Lewis",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",p. 261,
"Ereach, Riley",actor,,,
,,IMDb,http://www.imdb.com/name/nm6808110/,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",p. 261,
"Williams, Rhys, 1897-1969",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Rhys_Williams_%28Welsh-American_actor%29,Not sure about source - name not listed in spreadsheet
,,Theatricalia,http://theatricalia.com/person/rec/rhys-williams,
"Probyn, John",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Booth-Jones, Christopher, 1943-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n85204003.html,
,,IMDb,http://www.imdb.com/name/nm0095820/,
"Hodgkinson, Leonard",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Snook, Francis",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Fawcett, Kenneth",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Thurlow, Diedre",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Smalley, Joan",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Sinkinson, Cragg",actor,,,
,,Theatricalia,http://theatricalia.com/person/ytv/cragg-sinkinson,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Rattray, Grace",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"McGovern, Angela",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Mountford, Jean",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Cunningham, Margo",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
,,Theatricalia,http://theatricalia.com/person/wt9/margo-cunningham,
"Clarkson, Joan",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
,,Theatricalia,http://theatricalia.com/person/jzp/joan-clarkson,
"Leggat, Janet",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Towers, Harry Alan, 1920-2009",actor/producer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no97042874.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Harry_Alan_Towers,
,,IMDb,http://www.imdb.com/name/nm0869935/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-no97-042874/,
"Draper, Charles",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Johnston, Margaret, 1914-2002",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2015158933.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Margaret_Johnston,
,,IMDb,http://www.imdb.com/name/nm0426764/,
,,Theatricalia,http://theatricalia.com/person/2n6/margaret-johnston,
"Zinnemann, Fred, 1907-1997",director,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n88244899.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Fred_Zinnemann,
,,IMDb,http://www.imdb.com/name/nm0003593/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n88-244899/,
"Ashmore, Peter, 1916-1997",director,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n2009002741.html,
,,IMDb,http://www.imdb.com/name/nm0039159/,
,,Theatricalia,http://theatricalia.com/person/1wg/peter-ashmore,
"Sterk, Jeanette, 1934-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2011084553.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Jeanette_Sterke,
,,IMDb,http://www.imdb.com/name/nm0827464/,
,,Theatricalia,http://theatricalia.com/person/2n8/jeannette-sterke,
"Nicholls, Anthony, 1902-1977",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no93032185.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Anthony_Nicholls_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0629458/,
,,Theatricalia,http://theatricalia.com/person/2m4/anthony-nicholls,
"Haddrick, Ron, 1929-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2010029359.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Ron_Haddrick,
,,IMDb,http://www.imdb.com/name/nm0352758/,
,,VIAF,https://viaf.org/viaf/107451190/,
,,Theatricalia,http://theatricalia.com/person/2hx/ron-haddrick,
"Little, George",actor,,,
,,Theatricalia,http://theatricalia.com/person/2k7/george-little,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Dennis, Nigel Forbes, 1912-1989",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n50036409.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Nigel_Dennis,
,,Encyclopedia Britannica,http://www.britannica.com/biography/Nigel-Dennis,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n50-036409/,
,,VIAF,https://viaf.org/viaf/40617554/,
,,Theatricalia,http://theatricalia.com/person/wfw/nigel-dennis,
"O'Neill, Eugene, 1888-1953",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n79092602.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Eugene_O'Neill,
,,IBDb,http://www.ibdb.com/Person/View/5463,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n79-092602/,
,,IMDb,http://www.imdb.com/name/nm0642156/,
,,Theatricalia,http://theatricalia.com/person/4br/eugene-oneill,
"Wycherley, William, 1640-1716",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n79066666.html,
,,Wikipedia,https://en.wikipedia.org/wiki/William_Wycherley,
,,Encyclopedia Britannica,http://www.britannica.com/biography/William-Wycherley,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n79-066666/,
,,VIAF,https://viaf.org/viaf/100211879/,
,,Theatricalia,http://theatricalia.com/person/wh/william-wycherley,
"Richardson, Tony, 1928-1991",director,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n93075300.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Tony_Richardson,
,,IMDb,http://www.imdb.com/name/nm0724798/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n93-075300/,
,,VIAF,https://viaf.org/viaf/54333639/,
,,Theatricalia,http://theatricalia.com/person/2r1/tony-richardson,
"Chinnery, Dennis, 1927-2012",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Dennis_Chinnery,
,,IMDb,http://www.imdb.com/name/nm0157945/,
,,Theatricalia,http://theatricalia.com/person/33k/dennis-chinnery,
"Kemp, Jeremy, 1935-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no89016926.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Jeremy_Kemp,
,,IMDb,http://www.imdb.com/name/nm0447305/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-no89-016926/,
,,VIAF,https://viaf.org/viaf/63564726/,
,,Theatricalia,http://theatricalia.com/person/wry/jeremy-kemp,
"Moffatt, John, 1922-2012",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no96046906.html,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Moffatt_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0595602/,
,,VIAF,https://viaf.org/viaf/27892122/,
,,Theatricalia,http://theatricalia.com/person/2e7/john-moffatt,
"May, Jack, 1922-1997",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/nr2001000443.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Jack_May,
,,IMDb,http://www.imdb.com/name/nm0561975/,
,,VIAF,https://viaf.org/viaf/26987777/,
,,Theatricalia,http://theatricalia.com/person/sx7/jack-may,
"Welsh, John, 1904-1985",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2010092966,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Welsh_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0920555/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-no2010-092966,
,,VIAF,https://viaf.org/viaf/121559402,
,,Theatricalia,http://theatricalia.com/person/39z/john-welsh,
"Clements, John, 1910-1988",actor/producer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no98031107.html,
,,Wikipedia,https://en.wikipedia.org/wiki/John_Clements_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0166234/,
,,Worldcat Identities,http://worldcat.org/identities/lccn-no98031107/,
,,VIAF,https://viaf.org/viaf/282604155,
,,Theatricalia,http://theatricalia.com/person/naz/john-clements,
"Quintero, Jose, 1924-1999",director,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Jos%C3%A9_Quintero,
,,IMDb,http://www.imdb.com/name/nm0704224/,
,,IBDb,http://ibdb.com/person.php?id=15929,
,,VIAF,https://viaf.org/viaf/44367305,
,,Theatricalia,http://theatricalia.com/person/1y6c/jose-quintero,
"Bainter, Fay, 1893-1968",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n86138580,
,,Wikipedia,https://en.wikipedia.org/wiki/Fay_Bainter,
,,IMDb,http://www.imdb.com/name/nm0047810/,
,,IBDb,http://ibdb.com/person.php?id=66798,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n86-138580,
,,VIAF,https://viaf.org/viaf/40866802,
"Taylor, Elizabeth, 1932-2011",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n50009560,
,,Wikipedia,https://en.wikipedia.org/wiki/Elizabeth_Taylor,
,,IMDb,http://www.imdb.com/name/nm72/,
,,IBDb,http://ibdb.com/person.php?id=21815,
,,Encyclopedia Britannica,http://www.britannica.com/biography/Elizabeth-Taylor,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n50-009560,
,,VIAF,https://viaf.org/viaf/24624716,
,,Theatricalia,http://theatricalia.com/person/zhm/elizabeth-taylor,
"Todd, Michael, 1909-1958",producer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n83145036,
,,Wikipedia,https://en.wikipedia.org/wiki/Mike_Todd,
,,IMDb,http://www.imdb.com/name/nm865239/,
,,IBDb,http://ibdb.com/person.php?id=23227,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n83-145036,
,,VIAF,https://viaf.org/viaf/48141699,
"Ginsbury, Norman, 1902-1991",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/nb2006005604.html,
,,IMDb,http://www.imdb.com/name/nm0320156/,
,,VIAF,http://viaf.org/viaf/269374824/#skos:Concept,
,,Theatricalia,http://theatricalia.com/person/q6s/norman-ginsbury,
"Wenham, Jane, 1927-",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Jane_Wenham_%28actress%29,
,,IMDb,http://www.imdb.com/name/nm0920993/,
,,Theatricalia,http://theatricalia.com/person/2ps/jane-wenham,
"Tapper, Molly",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",p. 636,
,,Theatricalia,http://theatricalia.com/person/2p1/molly-tapper,
"Evans, Janet",actor,,,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Edwards, Mavis",actor,,,
,,IMDb,http://www.imdb.com/name/nm1783054/otherworks?ref_=nm_pdt_wrk_sm,
,,Theatricalia,http://theatricalia.com/person/2p9/mavis-edwards,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Bidmead, Stephanie, 1929-1974",actor,,,
,,Wikipedia,https://en.wikipedia.org/wiki/Stephanie_Bidmead,
,,IMDb,http://www.imdb.com/name/nm0081214/,
,,Theatricalia,http://theatricalia.com/person/2mk/stephanie-bidmead,
"Luckham, Cyril, 1907-1989",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2004077340.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Cyril_Luckham,
,,IMDb,http://www.imdb.com/name/nm0524740/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-no2004-77340,
,,VIAF,https://viaf.org/viaf/19863983/,
,,Theatricalia,http://theatricalia.com/person/2ph/cyril-luckham,
"Dignam, Mark, 1909-1989",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2001036494,
,,Wikipedia,https://en.wikipedia.org/wiki/Mark_Dignam,
,,IMDb,http://www.imdb.com/name/nm0226590/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-no2001-36494,
,,VIAF,https://viaf.org/viaf/122037339,
,,Theatricalia,http://theatricalia.com/person/2mr/mark-dignam,
"Johnson, Richard, 1927-2015",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n86143620,
,,Wikipedia,https://en.wikipedia.org/wiki/Richard_Johnson_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0426062/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-n86-143620,
,,VIAF,https://viaf.org/viaf/100919360,
,,Theatricalia,http://theatricalia.com/person/2pf/richard-johnson,
"Harris, Robert, 1900-1995",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no2005118844.html,
,,IMDb,http://www.imdb.com/name/nm0365248/,
,,VIAF,http://viaf.org/viaf/250746831/#skos:Concept,
,,Theatricalia,http://theatricalia.com/person/240/robert-harris,
"Carter, Simon",actor,,,
,,IMDb,http://www.imdb.com/name/nm0141940/bio?ref_=nm_ov_bio_sm,
,,Theatricalia,http://theatricalia.com/person/2p6/simon-carter,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Miller, Norman, 1928-1963",actor,,,
,,IMDb,http://www.imdb.com/name/nm2724227/,
,,Theatricalia,http://theatricalia.com/person/2pj/norman-miller,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Mayhew, Derek",actor,,,
,,Theatricalia,http://theatricalia.com/person/2mw/derek-mayhew,
,,IMDb,http://www.imdb.com/name/nm1921304/,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Glover, Julian, 1935-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n83042347,
,,Wikipedia,https://en.wikipedia.org/wiki/Julian_Glover,
,,IMDb,http://www.imdb.com/name/nm2103/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-n83-042347,
,,VIAF,https://viaf.org/viaf/25974883,
,,Theatricalia,http://theatricalia.com/person/2pd/julian-glover,
"Gilbert, Kenneth, 1931-2015",actor,,,
,,LC Name Authority,id.loc.gov/authorities/names/no2011048822.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Kenneth_Gilbert_%28actor%29,
,,IMDb,http://www.imdb.com/name/nm0318131/,
,,VIAF,http://viaf.org/viaf/sourceID/LC%7Cno2011048822#skos:Concept,
,,Theatricalia,http://theatricalia.com/person/2pc/kenneth-gilbert,
"Davies, Henry, 1895-",actor,,,
,,IMDb,http://www.imdb.com/name/nm0203747/,
,,Theatricalia,http://theatricalia.com/person/2p8/henry-davies,
"Souter, Gordon",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pp/gordon-souter,
,,IMDb,http://www.imdb.com/name/nm6153514/,
"Bond, Christopher, 1945-",actor,,,
,,Theatricalia,http://theatricalia.com/person/2p5/christopher-bond,
,,IMDb,http://www.imdb.com/name/nm0093904/,
"Lloyd, Robin, 1938-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n81046256.html,
,,IMDb,http://www.imdb.com/name/nm0516117/,
,,Worldcat Identities,http://www.worldcat.org/identities/lccn-n81046256/,
,,VIAF,http://viaf.org/viaf/sourceID/LC%7Cn+81046256#skos:Concept,
,,Theatricalia,http://theatricalia.com/person/2pg/robin-lloyd,
"Arnold, Robert, 1931-2003",actor,,,
,,IMDb,http://www.imdb.com/name/nm0036615/,
,,Theatricalia,http://theatricalia.com/person/2jw/robert-arnold,
,,"The London Stage 1950-1959: A Calendar of Productions, Performers, and Personnel by J. P. Wearing",,
"Robinson, Tony, 1946-",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no97016533,
,,Wikipedia,https://en.wikipedia.org/wiki/Tony_Robinson,
,,IMDb,http://www.imdb.com/name/nm0733153/,
,,Worldcat Identities,https://www.worldcat.org/identities/lccn-no97-016533/,
,,VIAF,https://viaf.org/viaf/102399413,
,,Theatricalia,http://theatricalia.com/person/4wk/tony-robinson,
"Hearne, Catherine",actor,,,
,,tentative,http://www.imdb.com/name/nm0372523/,
"Gee, Patience",actor,,,
,,Theatricalia,http://theatricalia.com/person/tm2/patience-gee,
"Maley, Leonard",actor,,,
,,Theatricalia,http://theatricalia.com/person/tm4/leonard-maley,
"Miller, Joan, 1910-1988",actor,,,
,,IMDb,http://www.imdb.com/name/nm0588614/,
,,Theatricalia,http://theatricalia.com/person/2py/joan-miller,
"Taylor, Pamela",actor,,,
,,Theatricalia,http://theatricalia.com/person/2pr/pamela-taylor,
"Keen, Geoffrey, 1916-2005",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no93004921,
,,Wikipedia,https://en.wikipedia.org/wiki/Geoffrey_Keen,
,,IMDb,http://www.imdb.com/name/nm0444584/,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/54332860,
,,VIAF,https://viaf.org/viaf/54332860,
,,Theatricalia,http://theatricalia.com/person/1z7/geoffrey-keen,
"Darion, Joe, 1917-2001",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n88090384.html,
,,Wikipedia,https://en.wikipedia.org/wiki/Joe_Darion,
,,IBDb,http://www.ibdb.com/person.asp?id=6760,
,,IMDb,http://www.imdb.com/name/nm201256/,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/84571058,
,,VIAF,https://viaf.org/viaf/84571058,
,,Theatricalia,http://theatricalia.com/person/1t6r/joe-darion,
"Kleinsinger, George, 1914-1982",composer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n85367851.html,
,,Wikipedia,https://en.wikipedia.org/wiki/George_Kleinsinger,
,,IMDb,http://www.imdb.com/name/nm0459151/,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/230029142,
,,VIAF,https://viaf.org/viaf/230029142,
"Brooks, Mel, 1926-",author,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n79060094,
,,Wikipedia,https://en.wikipedia.org/wiki/Mel_Brooks,
,,IMDb,http://www.imdb.com/name/nm316/,
,,IBDb,http://ibdb.com/person.php?id=7689,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/84968687,
,,VIAF,https://viaf.org/viaf/84968687,
,,Theatricalia,http://theatricalia.com/person/2bza/mel-brooks,
"Lawrence, Peter, ",Producer,,,
,,Theatricalia,http://theatricalia.com/person/ybb/peter-lawrence,
,,IBDb,http://www.ibdb.com/Person/View/89792,
"Alexander, Rod, 1920-1992",Choreographer,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/no00065620.html,
,,IMDb,http://www.imdb.com/name/nm0018705/,
,,IBDb,https://www.ibdb.com/Person/View/14024,
,,VIAF,http://viaf.org/viaf/sourceID/LC%7Cno+00065620#skos:Concept,
"Wymark, Patrick, 1926-1970",actor,,,
,,LC Name Authority,http://id.loc.gov/authorities/names/n86139813,
,,Wikipedia,https://en.wikipedia.org/wiki/Patrick_Wymark,
,,IMDb,http://www.imdb.com/name/nm0943859/,
,,Worldcat Identities,https://www.worldcat.org/identities/containsVIAFID/61751967,
,,VIAF,https://viaf.org/viaf/61751967,
,,Theatricalia,http://theatricalia.com/person/2kj/patrick-wymark,
"Layne-Smith, Donald",actor,,,
,,IMDb,http://www.imdb.com/name/nm0493582/,
,,Theatricalia,http://theatricalia.com/person/1xe/donald-layne-smith,
"Robertson, Toby, 1928-2012",actor,,,
